id,recipe_id,direction_number,direction,created_at,updated_at
494,53,15,"Transfer to a serving plate, Share and enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
495,54,1,"Heat oil in a cooking pot","2022-12-15 14:48:10","2022-12-15 14:48:10"
496,54,2,"Saute onion and garlic until onion becomes soft","2022-12-15 14:48:10","2022-12-15 14:48:10"
497,54,3,"Add pork, Cook until brown Pour 1 ???« up to 2 cups of water","2022-12-15 14:48:10","2022-12-15 14:48:10"
498,54,4,"Let boil Add Knorr Pork Cube","2022-12-15 14:48:10","2022-12-15 14:48:10"
499,54,5,"Stir, Cover the pot and cook between low to medium heat until the liquid evaporates and the pork tenderizes","2022-12-15 14:48:10","2022-12-15 14:48:10"
500,54,6,"Add parsley, carrot, kamote, and ???« cup water","2022-12-15 14:48:10","2022-12-15 14:48:10"
501,54,7,"Cover the cooking pot, Cook for 2 minutes Put the long green beans and cabbage into the pot","2022-12-15 14:48:10","2022-12-15 14:48:10"
502,54,8,Toss,"2022-12-15 14:48:10","2022-12-15 14:48:10"
503,54,9,"Cover the pot and cook for 5 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
504,54,10,"Season with fish sauce and ground black pepper","2022-12-15 14:48:10","2022-12-15 14:48:10"
505,54,11,"Add singkamas, Toss, Arrange on a serving plate Set aside","2022-12-15 14:48:10","2022-12-15 14:48:10"
506,54,12,"Prepare the sauce by combining cornstarch with 3 tablespoons water","2022-12-15 14:48:10","2022-12-15 14:48:10"
507,54,13,"Stir until the cornstarch dilutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
508,54,14,"Set aside, Pour 1 ???« cups water into a saucepan","2022-12-15 14:48:10","2022-12-15 14:48:10"
509,54,15,"Let boil","2022-12-15 14:48:10","2022-12-15 14:48:10"
510,54,16,"Add soy sauce and garlic","2022-12-15 14:48:10","2022-12-15 14:48:10"
511,54,17,"Cook for 2 minutes, Add dark brown sugar","2022-12-15 14:48:10","2022-12-15 14:48:10"
512,54,18,"Stir Pour the cornstarch diluted in water","2022-12-15 14:48:10","2022-12-15 14:48:10"
513,54,19,Stir,"2022-12-15 14:48:10","2022-12-15 14:48:10"
514,54,20,"Continue to cook while stirring until the desired consistency is achieved","2022-12-15 14:48:10","2022-12-15 14:48:10"
515,54,21,"Pour the sauce over lumpiang hubad Top with crushed peanuts","2022-12-15 14:48:10","2022-12-15 14:48:10"
516,55,1,"In a pot combine all ingredients apart from the sweet potato tops, bring it to a boil then simmer for 5 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
517,55,2,"Add the sweet potato tops then simmer for 2 more minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
518,55,3,"Season with freshly ground black pepper then serve","2022-12-15 14:48:10","2022-12-15 14:48:10"
519,56,1,"Over hot coals or gas stove, grill eggplants until skins are charred","2022-12-15 14:48:10","2022-12-15 14:48:10"
520,56,2,"Remove from heat and under running water, peel skin and rinse well","2022-12-15 14:48:10","2022-12-15 14:48:10"
521,56,3,"Coarsely chop flesh","2022-12-15 14:48:10","2022-12-15 14:48:10"
522,56,4,"In a skillet over medium heat, heat oil","2022-12-15 14:48:10","2022-12-15 14:48:10"
523,56,5,"Add onions and garlic and cook until softened","2022-12-15 14:48:10","2022-12-15 14:48:10"
524,56,6,"Add tomatoes and continue to cook, mashing with the back of the spoon, until softened","2022-12-15 14:48:10","2022-12-15 14:48:10"
525,56,7,"Add eggplant","2022-12-15 14:48:10","2022-12-15 14:48:10"
526,56,8,"Season with salt and pepper to taste","2022-12-15 14:48:10","2022-12-15 14:48:10"
527,56,9,"Add beaten eggs, stirring to combine, and continue to cook until eggs are just set","2022-12-15 14:48:10","2022-12-15 14:48:10"
528,56,10,"Serve hot","2022-12-15 14:48:10","2022-12-15 14:48:10"
529,57,1,"Soak the chopped banana blossoms in the bowl with brine for 15 to 20 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
530,57,2,"After soaking, squeeze tightly to release the sap from the banana blossoms","2022-12-15 14:48:10","2022-12-15 14:48:10"
531,57,3,"Place in a colander to drain the water","2022-12-15 14:48:10","2022-12-15 14:48:10"
532,57,4,"Set aside","2022-12-15 14:48:10","2022-12-15 14:48:10"
533,57,5,"Heat the cooking oil in a pan","2022-12-15 14:48:10","2022-12-15 14:48:10"
534,57,6,"Saute the garlic and onion","2022-12-15 14:48:10","2022-12-15 14:48:10"
535,57,7,"Add the banana blossoms","2022-12-15 14:48:10","2022-12-15 14:48:10"
536,57,8,"Cook for 5 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
537,57,9,"Pour-in the fish sauce and vegetable broth, Stir and let boil","2022-12-15 14:48:10","2022-12-15 14:48:10"
538,57,10,"Pour-in the vinegar","2022-12-15 14:48:10","2022-12-15 14:48:10"
539,57,11,"Allow to re-boil, cover, and simmer for 10 to 15 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
540,57,12,"Add the green chili and ground black pepper","2022-12-15 14:48:10","2022-12-15 14:48:10"
541,57,13,"Stir and continue to cook for 5 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
542,57,14,"Turn-off the heat and transfer to a serving plate","2022-12-15 14:48:10","2022-12-15 14:48:10"
543,57,15,"Serve, Share and enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
544,58,1,"Heat vegetable oil in a pan over medium heat","2022-12-15 14:48:10","2022-12-15 14:48:10"
545,58,2,"Saut?Ÿ?? onions, garlic, and ginger for 2 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
546,58,3,"Add tausi and cook for 2 minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
547,58,4,"Add rice wine; allow to boil, then simmer for 1 minute","2022-12-15 14:48:10","2022-12-15 14:48:10"
548,58,5,"Combine cornstarch and 1 teaspoon water in a small bowl","2022-12-15 14:48:10","2022-12-15 14:48:10"
549,58,6,"Add to pan to thicken sauce until desired consistency is achieved","2022-12-15 14:48:10","2022-12-15 14:48:10"
550,58,7,"Add fried tofu, Mix well, Season to taste with pepper and soy sauce","2022-12-15 14:48:10","2022-12-15 14:48:10"
551,58,8,"Turn off heat","2022-12-15 14:48:10","2022-12-15 14:48:10"
552,58,9,"Drizzle with sesame oil and garnish with kinchay sprigs","2022-12-15 14:48:10","2022-12-15 14:48:10"
553,59,1,"In a large mixing bowl, combine all batter ingredients in a bowl starting with the dry ingredients and ending by adding water and egg","2022-12-15 14:48:10","2022-12-15 14:48:10"
554,59,2,"Mix well","2022-12-15 14:48:10","2022-12-15 14:48:10"
555,59,3,"Add the dulong and mung bean sprouts","2022-12-15 14:48:10","2022-12-15 14:48:10"
556,59,4,"Gently stir until all ingredients are well blended","2022-12-15 14:48:10","2022-12-15 14:48:10"
557,59,5,"Heat oil in a pan","2022-12-15 14:48:10","2022-12-15 14:48:10"
558,59,6,"Arrange 1/2 cup of mixture in a saucer","2022-12-15 14:48:10","2022-12-15 14:48:10"
559,59,7,"Note: make sure the there is enough batter in the mixture","2022-12-15 14:48:10","2022-12-15 14:48:10"
560,59,8,"Once the oil gets hot, Slide the mixture into the pan","2022-12-15 14:48:10","2022-12-15 14:48:10"
561,59,9,"Cook one side in medium het until it turns golden brown and crisp","2022-12-15 14:48:10","2022-12-15 14:48:10"
562,59,10,"Turn over using a spatula","2022-12-15 14:48:10","2022-12-15 14:48:10"
563,59,11,"Cook the other side the same way","2022-12-15 14:48:10","2022-12-15 14:48:10"
564,59,12,"Remove the dulong okay from the pan","2022-12-15 14:48:10","2022-12-15 14:48:10"
565,59,13,"Stack in a plate with paper towels","2022-12-15 14:48:10","2022-12-15 14:48:10"
566,59,14,"Serve with spicy vinegar such as pinakurat or sinamak","2022-12-15 14:48:10","2022-12-15 14:48:10"
567,59,15,"Share and enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
568,60,1,"In a wok, heat oil and saute, garlic, onions and tomatoes until soft and fragrant","2022-12-15 14:48:10","2022-12-15 14:48:10"
569,60,2,"Add cubed white radish and stir fry for a few minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
570,60,3,"Add 1/2 cup water and bring it to a boil","2022-12-15 14:48:10","2022-12-15 14:48:10"
571,60,4,"Just let it simmer and let it cook for about 5 minutes or until the radish becomes tender","2022-12-15 14:48:10","2022-12-15 14:48:10"
572,60,5,"Add in siling haba, tuna flakes and mix well with the veggies","2022-12-15 14:48:10","2022-12-15 14:48:10"
573,60,6,"Cover wok and let it simmer","2022-12-15 14:48:10","2022-12-15 14:48:10"
574,60,7,"Season with salt and pepper to taste","2022-12-15 14:48:10","2022-12-15 14:48:10"
575,60,8,"Turn off heat and transfer into a serving bowl Enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
576,61,1,"Dice egg whites of hard boiled eggs (use egg yolks for other recipes). Set aside.","2022-12-15 14:48:10","2022-12-15 14:48:10"
577,61,2,"Mix margarine and salt. Add egg whites and the rest of the ingredients. Mix well. Cover and chill.","2022-12-15 14:48:10","2022-12-15 14:48:10"
578,61,3,"Serve as sandwich spread or as toppings for crackers.","2022-12-15 14:48:10","2022-12-15 14:48:10"
579,62,1,"In bowl, place quick oats, milo powder and sugar.","2022-12-15 14:48:10","2022-12-15 14:48:10"
580,62,2,"Add 1/2 to 3/4 cup just-boiling water. Let sit 1 min. Stir and eat.","2022-12-15 14:48:10","2022-12-15 14:48:10"
581,63,1,"Prepare the corned beef by saut?ing. Heat oil in a pan and then saute garlic and onion. Add corned beef. Continue to saute for 3 to 5 minutes. Remove from the pan and let it cool down.","2022-12-15 14:48:10","2022-12-15 14:48:10"
582,63,2,"Crack the eggs and place in a large mixing bowl. Add the salt and pepper.. Beat until all the ingredients are well incorporated.","2022-12-15 14:48:10","2022-12-15 14:48:10"
583,63,3,"Add saut?ed Corned beef and green onions. Stir to mix the ingredients. Note: Make sure that the corned beef has cooled down before you execute this step","2022-12-15 14:48:10","2022-12-15 14:48:10"
584,63,4,"Heat a frying pan. Add 1 tablespoon cooking oil or use a cooking oil spray and spray oil on the pan.","2022-12-15 14:48:10","2022-12-15 14:48:10"
585,63,5,"Scoop around _ to _ cups of the corned beef and egg mixture and pour in the pan. Cook for 3 minutes on medium heat.","2022-12-15 14:48:10","2022-12-15 14:48:10"
586,63,6,"Use a spatula to flip the omelet and cook the other side for 2 to 3 minutes. Transfer to a serving plate. Serve.","2022-12-15 14:48:10","2022-12-15 14:48:10"
587,64,1,"Pour water in a cooking pot. Bring to a boil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
588,64,2,"Put-in the tablea and then stir. Let it dissolve in boiling water.","2022-12-15 14:48:10","2022-12-15 14:48:10"
589,64,3,"Add-in the rice. Let the water re-boil. Set the heat to low-medium and then stir almost constantly to avoid sticking. The rice should be ready when it absorbs the water (about 15 to 25 minutes).","2022-12-15 14:48:10","2022-12-15 14:48:10"
590,64,4,"Add the sugar. Stir until the sugar dissolves.","2022-12-15 14:48:10","2022-12-15 14:48:10"
591,64,5,"Transfer the champorado in individual serving bowls. Top with condensed milk.","2022-12-15 14:48:10","2022-12-15 14:48:10"
592,65,1,"Pour water in a cooking pot. Bring to a boil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
593,65,2,"Put-in the rice. Continue cooking for 30 minutes or until the texture becomes thick, while stirring once in awhile.","2022-12-15 14:48:10","2022-12-15 14:48:10"
594,65,3,"Add the salt, stir and then cook for 2 minutes more.","2022-12-15 14:48:10","2022-12-15 14:48:10"
595,65,4,"Transfer to a serving bowl.","2022-12-15 14:48:10","2022-12-15 14:48:10"
596,65,5,"Serve hot. Share and enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
597,66,1,"In a large mixing bowl, combine warm water, yeast, and 1 teaspoon of the sugar. Stir and let stand for about 5 minutes or until mixture is foamy.","2022-12-15 14:48:10","2022-12-15 14:48:10"
598,66,2,"?Add the remaining sugar, eggs, milk, melted butter, and salt. Stir with a wooden spoon until well-combined.","2022-12-15 14:48:10","2022-12-15 14:48:10"
599,66,3,"Add the flour gradually while stirring, adding only enough until the dough has gathered in the center of the bowl. It should still be soft and not dry. You may not need the entire amount of flour.","2022-12-15 14:48:10","2022-12-15 14:48:10"
600,66,4,"Turn the dough over on a floured surface and knead until smooth, elastic, and has lost some of its stickiness. Use some of the remaining flour to prevent the dough from sticking too much on the board or on hands.","2022-12-15 14:48:10","2022-12-15 14:48:10"
601,66,5,"?Shape the dough into a ball and place in a bowl. Cover the bowl with a kitchen towel and let the dough rise for about an hour, or until double in size.","2022-12-15 14:48:10","2022-12-15 14:48:10"
602,66,6,"Once risen, gently deflate the dough and divide it into 4 equal portions. Divide each portion into 4 smaller equal portions for a total of 16 pieces.","2022-12-15 14:48:10","2022-12-15 14:48:10"
603,66,7,"Using the palm of hands or a rolling pin, flatten each portion to form a rectangular dough about 6 inches in length and 4-inches in width.","2022-12-15 14:48:10","2022-12-15 14:48:10"
604,66,8,"Roll the flattened dough lengthwise to form a log. Using hands, roll the log back and forth against the kneading surface to elongate to 13 to 15 inches long.","2022-12-15 14:48:10","2022-12-15 14:48:10"
605,66,9,"Braid the log into a twisted rope by folding in the middle the log midways and overlapping each side over each other. Repeat with the remaining portions.","2022-12-15 14:48:10","2022-12-15 14:48:10"
606,66,10,"Arrange the braided dough in a single layer on a large baking pan at about an inch apart. Cover with a kitchen towel and let rise for 30 minutes or until puffy.","2022-12-15 14:48:10","2022-12-15 14:48:10"
607,66,11,"In a heavy bottom pan over medium heat, heat about 3 inches of cooking oil to 350 F.","2022-12-15 14:48:10","2022-12-15 14:48:10"
608,66,12,"Add the dough 2 to 3 at a time, starting with the puffiest ones, and deep-fry the dough for about 1 to 3 minutes or until golden. Adjust the heat from time to time to prevent the donuts from burning.","2022-12-15 14:48:10","2022-12-15 14:48:10"
609,66,13,"With a slotted spoon, remove fried donuts from the oil and drain on paper towels. In a shallow plate, toss the donuts in sugar to fully coat. Serve warm.","2022-12-15 14:48:10","2022-12-15 14:48:10"
610,67,1,"Place avocado, ice, sugar, and milk into a blender. Puree until smooth.","2022-12-15 14:48:10","2022-12-15 14:48:10"
611,68,1,"Broil eggplant until tender.Peel off the skin and mash the meat with a fork keeping everything intact.","2022-12-15 14:48:10","2022-12-15 14:48:10"
612,68,2,"Heat 1 tbsp canola oil in a small skillet.","2022-12-15 14:48:10","2022-12-15 14:48:10"
613,68,3,"Saut? onion.Once onion is translucent add tomato and ground pork.Cook until meat is brown.","2022-12-15 14:48:10","2022-12-15 14:48:10"
614,68,4,"Add salt and pepper to taste.","2022-12-15 14:48:10","2022-12-15 14:48:10"
615,68,5,"Add the saut?ed mixture to beaten eggs.","2022-12-15 14:48:10","2022-12-15 14:48:10"
616,68,6,"Heat leftover oil in another skillet. Put eggplant and a little of the egg mixture in a saucer.","2022-12-15 14:48:10","2022-12-15 14:48:10"
617,68,7,"Bring saucer near the skillet and tip,lowering eggplant into the oil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
618,68,8,"Fry on both sides until golden brown.","2022-12-15 14:48:10","2022-12-15 14:48:10"
619,69,1,"Using hands, break rice to separate grains. Set aside.","2022-12-15 14:48:10","2022-12-15 14:48:10"
620,69,2,"In a wide pan or wok over high heat, heat 1 tablespoon of the oil. Add eggs and cook, stirring regularly, until set but still moist. Remove from pan and keep warm.","2022-12-15 14:48:10","2022-12-15 14:48:10"
621,69,3,"In the pan, heat 1 tablespoon of the oil. Add onions and garlic and cook until softened.","2022-12-15 14:48:10","2022-12-15 14:48:10"
622,69,4,"Add tinapa flakes and cook, stirring regularly, for 2 to 3 minutes or until heated through. Remove from pan and keep warm.","2022-12-15 14:48:10","2022-12-15 14:48:10"
623,69,5,"In the pan, add the remaining 1 tablespoon oil and heat until almost smoking. Add rice and cook, spreading the rice on entire cooking surface of pan, for about 45 seconds or until grains start to sizzle and then toss to redistribute. Repeat a few times until rice is heated through.?","2022-12-15 14:48:10","2022-12-15 14:48:10"
624,69,6,"Add soy sauce and season with salt and pepper to taste.","2022-12-15 14:48:10","2022-12-15 14:48:10"
625,69,7,"Add the tinapa?flakes, eggs, and green onions. Gently toss to distribute. Cook for another 1 to 2 minutes or until completely heated through. Serve hot.","2022-12-15 14:48:10","2022-12-15 14:48:10"
626,70,1,"In a pot, heat the cooking oil then saute the garlic, onion, and ginger","2022-12-15 14:48:10","2022-12-15 14:48:10"
627,70,2,"Dash-in some ground black pepper","2022-12-15 14:48:10","2022-12-15 14:48:10"
628,70,3,"Add the chicken cube and cook until the cube melts","2022-12-15 14:48:10","2022-12-15 14:48:10"
629,70,4,"Put-in the chicken and cook until outer layer color turns golden brown","2022-12-15 14:48:10","2022-12-15 14:48:10"
630,70,5,"Add the fish sauce and uncooked rice then mix and cook for a few minutes","2022-12-15 14:48:10","2022-12-15 14:48:10"
631,70,6,"Pour-in the water and bring to a boil","2022-12-15 14:48:10","2022-12-15 14:48:10"
632,70,7,"Stir occasionally and simmer until the rice is fully cooked (about 30 to 40 minutes)","2022-12-15 14:48:10","2022-12-15 14:48:10"
633,70,8,"Put-in the hard boiled eggs","2022-12-15 14:48:10","2022-12-15 14:48:10"
634,70,9,"Add the safflower for additional color and aroma","2022-12-15 14:48:10","2022-12-15 14:48:10"
635,70,10,"Serve hot with garlic, minced scallions, and lemon. Share and Enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
636,71,1,"Marinate pork slices in DEL MONTE Quick 'n Easy Barbecue Marinade for 15 minutes. Drain and reserve marinade.","2022-12-15 14:48:10","2022-12-15 14:48:10"
637,71,2,"Saut? pork in margarine over high heat for 5 minutes or until cooked. Add peas, marinade, and salt. Allow to simmer. Add rice. Cook for 2 minutes with continuous stirring.","2022-12-15 14:48:10","2022-12-15 14:48:10"
638,71,3,"Heat oil and saut? onions until translucent. Add the pork and saut? for 3 minutes or until the pork turns white and no extra juices are running in the pan. Add the stock and allow to boil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
639,72,1,"Add flour-water mixture then add DEL MONTE Quick n Easy Curry Mix. Turn down to simmer for 30 minutes or until pork is almost tender.","2022-12-15 14:48:10","2022-12-15 14:48:10"
640,72,2,"Add the potatoes and carrots and cook for another 15 minutes or until the potatoes and carrots are fork tender.","2022-12-15 14:48:10","2022-12-15 14:48:10"
641,72,3,"Serve on top of steamed white rice.","2022-12-15 14:48:10","2022-12-15 14:48:10"
642,73,1,"Place the butter in a pot over medium heat and saut? garlic until golden in color. Set aside.","2022-12-15 14:48:10","2022-12-15 14:48:10"
643,73,2,"Place the chicken and cook for about 10 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
644,73,3,"Pour in dark soy sauce, vinegar, bay leaves, peppercorns and let it simmer for about 5 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
645,73,4,"Add in cream and quick melt cheese (optional), continue cooking.","2022-12-15 14:48:10","2022-12-15 14:48:10"
646,73,5,"Season with salt and pepper to taste.","2022-12-15 14:48:10","2022-12-15 14:48:10"
647,73,6,"Transfer to a plate and garnish with the toasted garlic.","2022-12-15 14:48:10","2022-12-15 14:48:10"
648,74,1,"Melt the butter in a saucepan, then stir in the flour. Pour the stock and milk gradually, stirring constantly. Cook slowly until slightly thickened. Season with salt.","2022-12-15 14:48:10","2022-12-15 14:48:10"
649,74,2,"Add the diced chicken, sliced button mushrooms, red and green bell peppers.","2022-12-15 14:48:10","2022-12-15 14:48:10"
650,74,3,"Serve in a plate and enjoy.","2022-12-15 14:48:10","2022-12-15 14:48:10"
651,75,1,"Insert cheese cubes in between the chicken bone and meat. Secure both ends of the meat with a toothpick.","2022-12-15 14:48:10","2022-12-15 14:48:10"
652,75,2,"Season chicken pieces with salt and pepper, then coat with flour. Shake well, then dip in egg and cover with breadcrumbs.","2022-12-15 14:48:10","2022-12-15 14:48:10"
653,75,3,"Deep-fry in oil until golden brown. Serve hot.","2022-12-15 14:48:10","2022-12-15 14:48:10"
654,76,1,"Cook the chicken in garlic and onion. Pour with fish sauce and add the pepper to taste.","2022-12-15 14:48:10","2022-12-15 14:48:10"
655,76,2,"Add the chorizo, red bell pepper, green bell peppers, and tomato sauce. Let it boil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
656,76,3,"Add water, then put the carrots and let it simmer. Add the fried potatoes and cheese","2022-12-15 14:48:10","2022-12-15 14:48:10"
657,77,1,"Clean the fish thoroughly. Create a slit on both sides and rub salt all over. Let it stay for 10 to 15 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
658,77,2,"Arrange pork fat, kamias, fish, and ginger. Pour water. Cover and let boil. Continue to cook in medium heat for 40 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
659,77,3,"Pour coconut milk into the pot. Add garlic, onion, and chili. Cover and continue to boil for another 40 minutes using between low to medium heat.","2022-12-15 14:48:10","2022-12-15 14:48:10"
660,77,4,"Add eggplant. Cook for 5 to 7 minutes. Season with patis and ground black pepper.","2022-12-15 14:48:10","2022-12-15 14:48:10"
661,77,5,"Transfer to a serving plate and serve.","2022-12-15 14:48:10","2022-12-15 14:48:10"
662,77,6,"Share and enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
663,78,1,"Heat oil in a cooking pot.","2022-12-15 14:48:10","2022-12-15 14:48:10"
664,78,2,"Saute the garlic and onion until the onion becomes soft.","2022-12-15 14:48:10","2022-12-15 14:48:10"
665,78,3,"Put-in the shrimp. Cook for 1 to 2 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
666,78,4,"Remove from the pot and set aside.","2022-12-15 14:48:10","2022-12-15 14:48:10"
667,78,5,"Meanwhile, put-in the bagoong alamang and pour-in the coconut milk. Stir and let boil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
668,78,6,"Add the kalabasa. Cook for 8 to 12 minutes or until tender.","2022-12-15 14:48:10","2022-12-15 14:48:10"
669,78,7,"Put the shrimp back in the pot. Stir and cook for a minute.","2022-12-15 14:48:10","2022-12-15 14:48:10"
670,78,8,"Add the string beans (sitaw) and malunggay leaves. Cook for 2 to 3 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
671,78,9,"Add salt and pepper to taste.","2022-12-15 14:48:10","2022-12-15 14:48:10"
672,78,10,"Transfer to a serving plate. Serve.","2022-12-15 14:48:10","2022-12-15 14:48:10"
673,79,1,"Heat oil in a pan. Saute garlic and onion until the later softens.","2022-12-15 14:48:10","2022-12-15 14:48:10"
674,79,2,"Prepare the coconut milk by combining water and Knorr Ginataang Gulay Recipe Mix. Stir until the mixture gets well blended.","2022-12-15 14:48:10","2022-12-15 14:48:10"
675,79,3,"Pour coconut milk into the pan. Cover and let it boil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
676,79,4,"Add eggplant. Cover the pan and cook for 8 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
677,79,5,"Add air fried tofu. Stir and cook for 3 minutes.","2022-12-15 14:48:10","2022-12-15 14:48:10"
678,79,6,"Add malunggay leaves. Stir and continue cooking for 1 minute.","2022-12-15 14:48:10","2022-12-15 14:48:10"
679,79,7,"Season with ground black pepper and salt as needed.","2022-12-15 14:48:10","2022-12-15 14:48:10"
680,79,8,"Serve. Share and enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
681,80,1,"Boil water in a cooking pot. Add chicken. Cover and continue boiling for 18 minutes. Remove chicken from the pot and let it cool down. Save the chicken stock for later.","2022-12-15 14:48:10","2022-12-15 14:48:10"
682,80,2,"Separate the bone from the meat and then shred. Set shredded chicken aside.","2022-12-15 14:48:10","2022-12-15 14:48:10"
683,80,3,"Heat oil in a cooking pot. Add crushed garlic right away. Continue cooking the garlic until it turns light brown.","2022-12-15 14:48:10","2022-12-15 14:48:10"
684,80,4,"Add onion. Saut? until it softens.","2022-12-15 14:48:10","2022-12-15 14:48:10"
685,80,5,"Add sayote. Cook for 1 minute.","2022-12-15 14:48:10","2022-12-15 14:48:10"
686,80,6,"Put shredded chicken into the pot and pour-in chicken stock. Cover the pot and let the liquid boil.","2022-12-15 14:48:10","2022-12-15 14:48:10"
687,80,7,"Add Knorr Chicken Cube. Stir and add the sotanghon noodles. Cook until noodles are soft.","2022-12-15 14:48:10","2022-12-15 14:48:10"
688,80,8,"Add malunggay leaves. Cook for 1 minute.","2022-12-15 14:48:10","2022-12-15 14:48:10"
689,80,9,"Season with patis and ground black pepper. Transfer to a serving bowl. Share and enjoy!","2022-12-15 14:48:10","2022-12-15 14:48:10"
